No,Komentar,Label Awal,Label Pakar,Pasal Dominan,Catatan,Unnamed: 6,clean_comment,Kode Label,Komentar_preprocessed,jumlah_kata,Kategori_Panjang
1853.0,"jadi... point2 yang saya tangkap dari rapat ini adalah... 
1. Ipda. Verren adalah seorang perwira muda yang baru lulus kuliah ilmu psikologi. 
2. Biasanya... orang kalo baru lulus pendidikan, pasti akan melakukan sesuai dengan apa yang dipelajari selama dia ikut pendidikan.
3. Ipda. Verren adalah seorang polwan yang masih muda, lulusan akpol, dan dimanapun tempat kerja...entah itu Polisi,  TNI,  ASN, bahkan karyawan kantor,  pekerja pabrik dsb... seorang junior pasti jujur dan tidak akan berani sama seniornya. kalo dia menyampaikan dengan raut wajah seperti itu, secara psikologi pasti dia mengutarakan suatu kebenaran sesuai data yang dia pernah pelajari selama ikut pendidikan. 
4. Siswa yang dipecat adalah anak dari mantan Perwira ditubuh Polri.
5. Siswa yang dipecat dulunya pernah gagal dalam seleksi masuk TNI.
6. Siswa tersebut tidak lulus karena ada beberapa alasan yang tidak masuk kategori kelulusan.
7. Siswa tersebut bukan dari keluarga sembarangan. 
8. Para petinggi Polri khususnya Polda jabar, menyampaikan hasil tes berbeda dengan hasil tes tim seleksi penerimaan calon siswa baru. 
9. Kenapa masalah seperti ini sampai disidangkan melalui anggota dewan? 
10. Dalam kasus ini, seorang Polisi junior melawan anggota DPR dan keluarga Polisi Senior. 
11. Tidak ada keseimbangan antara lawan, ( dalam kasus ini yang bersangkutan adalah Polisi Junior,  Polisi Senior, dan anggota DPR). 
Inti dari rangkuman ini adalah SIAPA  YANG PUNYA UANG, AKAN MEMENANGKAN KASUS.
Contoh kasus, dulu ada siswa sekolah yang masuk PASKIBRAKA NASIONAL, dan bisa digantikan oleh siswa lain karena dia anak pejabat.",Kritik atau opini negatif,Kritik atau opini negatif,,,,"jadi... point2 yang saya tangkap dari rapat ini adalah... 1. ipda. verren adalah seorang perwira muda yang baru lulus kuliah ilmu psikologi. 2. biasanya... orang kalo baru lulus pendidikan, pasti akan melakukan sesuai dengan apa yang dipelajari selama dia ikut pendidikan. 3. ipda. verren adalah seorang polwan yang masih muda, lulusan akpol, dan dimanapun tempat kerja...entah itu polisi, tni, asn, bahkan karyawan kantor, pekerja pabrik dsb... seorang junior pasti jujur dan tidak akan berani sama seniornya. kalo dia menyampaikan dengan raut wajah seperti itu, secara psikologi pasti dia mengutarakan suatu kebenaran sesuai data yang dia pernah pelajari selama ikut pendidikan. 4. siswa yang dipecat adalah anak dari mantan perwira ditubuh polri. 5. siswa yang dipecat dulunya pernah gagal dalam seleksi masuk tni. 6. siswa tersebut tidak lulus karena ada beberapa alasan yang tidak masuk kategori kelulusan. 7. siswa tersebut bukan dari keluarga sembarangan. 8. para petinggi polri khususnya polda jabar, menyampaikan hasil tes berbeda dengan hasil tes tim seleksi penerimaan calon siswa baru. 9. kenapa masalah seperti ini sampai disidangkan melalui anggota dewan? 10. dalam kasus ini, seorang polisi junior melawan anggota dpr dan keluarga polisi senior. 11. tidak ada keseimbangan antara lawan, ( dalam kasus ini yang bersangkutan adalah polisi junior, polisi senior, dan anggota dpr). inti dari rangkuman ini adalah siapa yang punya uang, akan memenangkan kasus. contoh kasus, dulu ada siswa sekolah yang masuk paskibraka nasional, dan bisa digantikan oleh siswa lain karena dia anak pejabat.",C1,"jadi... point2 yang saya tangkap dari rapat ini adalah... 1. ipda. verren adalah seorang perwira muda yang baru lulus kuliah ilmu psikologi. 2. biasanya... orang kalo baru lulus pendidikan, pasti akan melakukan sesuai dengan apa yang dipelajari selama dia ikut pendidikan. 3. ipda. verren adalah seorang polwan yang masih muda, lulusan akpol, dan dimanapun tempat kerja...entah itu polisi, tni, asn, bahkan karyawan kantor, pekerja pabrik dsb... seorang junior pasti jujur dan tidak akan berani sama seniornya. kalo dia menyampaikan dengan raut wajah seperti itu, secara psikologi pasti dia mengutarakan suatu kebenaran sesuai data yang dia pernah pelajari selama ikut pendidikan. 4. siswa yang dipecat adalah anak dari mantan perwira ditubuh polri. 5. siswa yang dipecat dulunya pernah gagal dalam seleksi masuk tni. 6. siswa tersebut tidak lulus karena ada beberapa alasan yang tidak masuk kategori kelulusan. 7. siswa tersebut bukan dari keluarga sembarangan. 8. para petinggi polri khususnya polda jabar, menyampaikan hasil tes berbeda dengan hasil tes tim seleksi penerimaan calon siswa baru. 9. kenapa masalah seperti ini sampai disidangkan melalui anggota dewan? 10. dalam kasus ini, seorang polisi junior melawan anggota dpr dan keluarga polisi senior. 11. tidak ada keseimbangan antara lawan, ( dalam kasus ini yang bersangkutan adalah polisi junior, polisi senior, dan anggota dpr). inti dari rangkuman ini adalah siapa yang punya uang, akan memenangkan kasus. contoh kasus, dulu ada siswa sekolah yang masuk paskibraka nasional, dan bisa digantikan oleh siswa lain karena dia anak pejabat.",239,>20 kata
5116.0,​ @TV-ly9ko yang ribut duluan siapa kan Roy cs. Giliran diladeni Jokowi teriak2 di kriminalisasi 😂😂😂,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Kritik atau opini negatif,,Sindiran kepada Roy dan pendukungnya.,,​ @tv-ly9ko yang ribut duluan siapa kan roy cs. giliran diladeni jokowi teriak2 di kriminalisasi 😂😂😂,C1,​ @tv-ly9ko yang ribut duluan siapa kan roy cs. giliran diladeni jokowi teriak2 di kriminalisasi 😂😂😂,16,11–20 kata
4009.0,Kalau itu hanya rotasi biasa berarti partaimu sdah benar2 bukan partai rakyat lgi.,Konten ofensif,Konten ofensif,,"ungkapan dalam komentar cukup ofensif, tetapi sasaran dan konteksnya tidak memenuhi indikator Pasal 27A atau Pasal 28 Ayat (2)",,kalau itu hanya rotasi biasa berarti partaimu sdah benar2 bukan partai rakyat lgi.,C2,kalau itu hanya rotasi biasa berarti partaimu sdah benar2 bukan partai rakyat lgi.,13,11–20 kata
3071.0,Saya putar video ini beberapa kali agar tetap ingat bahwa Karma itu ada dan Real !!!! Makanya Jangan pernah remehkan dan rendahkan orang lain. Bukti nya sekarang Partai mu nyungsep !!!!,Konten ofensif,Konten ofensif,,"pilihan katanya terasa kasar atau menyerang, tetapi belum cukup kuat untuk dikategorikan sebagai penghinaan terhadap individu atau kebencian berbasis identitas",,saya putar video ini beberapa kali agar tetap ingat bahwa karma itu ada dan real !!!! makanya jangan pernah remehkan dan rendahkan orang lain. bukti nya sekarang partai mu nyungsep !!!!,C2,saya putar video ini beberapa kali agar tetap ingat bahwa karma itu ada dan real !!!! makanya jangan pernah remehkan dan rendahkan orang lain. bukti nya sekarang partai mu nyungsep !!!!,31,>20 kata
4660.0,Ray kan. Geng makar bareng Saiful Mujani feri amsari cs buzzer bayarannya uang haram fpi hti rizik Anies chaplin Mak Lampir SBY ahy puan Riza Chalid koruptor oplosan Pertamina cs kalah pilpres sakit' jiwa ngeyel 😅,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"komentar menyerang pribadi atau reputasi individu tertentu; karena objeknya personal, dasar anotasinya mengarah pada Pasal 27A UU No. 1 Tahun 2024",,ray kan. geng makar bareng saiful mujani feri amsari cs buzzer bayarannya uang haram fpi hti rizik anies chaplin mak lampir sby ahy puan riza chalid koruptor oplosan pertamina cs kalah pilpres sakit' jiwa ngeyel 😅,C3,ray kan. geng makar bareng saiful mujani feri amsari cs buzzer bayarannya uang haram fpi hti rizik anies chaplin mak lampir sby ahy puan riza chalid koruptor oplosan pertamina cs kalah pilpres sakit' jiwa ngeyel 😅,36,>20 kata
3887.0, @mediatindohanan3351  bener,Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,makna komentar belum bisa dipastikan tanpa mengetahui konteks percakapan atau sasaran yang dimaksud,,@mediatindohanan3351 bener,C4,@mediatindohanan3351 bener,2,1–5 kata
5618.0,Bukti nyata capres dari partai PK ferdinand pilpres yg lalu kalah telak karna Jokowi ada d pihak lawan... Legowo aja bosss,Konten ofensif,Kritik atau opini negatif,,Opini tentang faktor kekalahan capres tertentu,,bukti nyata capres dari partai pk ferdinand pilpres yg lalu kalah telak karna jokowi ada d pihak lawan... legowo aja bosss,C1,bukti nyata capres dari partai pk ferdinand pilpres yg lalu kalah telak karna jokowi ada d pihak lawan... legowo aja bosss,21,>20 kata
3402.0,Mana ?,Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,"sasaran dan maksud pernyataan tidak cukup jelas, sehingga penilaiannya masih perlu melihat konteks sebelum dan sesudah komentar",,mana ?,C4,mana ?,2,1–5 kata
1063.0,​ @shanov21 32 tahun dipimpin militer hasilnya koruptor 1 di dunia,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,,,​ @shanov21 32 tahun dipimpin militer hasilnya koruptor 1 di dunia,C2,​ @shanov21 32 tahun dipimpin militer hasilnya koruptor 1 di dunia,11,11–20 kata
6555.0,Indonesia  akan menjadi negara yang sejahtera jika memiliki pemimpin seperti  PM singapore.,Netral atau tidak terindikasi,Kritik atau opini negatif,,Perbandingan model kepemimpinan dengan Singapura.,,indonesia akan menjadi negara yang sejahtera jika memiliki pemimpin seperti pm singapore.,C1,indonesia akan menjadi negara yang sejahtera jika memiliki pemimpin seperti pm singapore.,12,11–20 kata
5889.0,​ @SitiRomlah-x6t  komen lo kynya aneh.. g cinta nkri,Kritik atau opini negatif,Konten ofensif,,Menyebut komentar orang lain aneh dan tidak cinta NKRI.,,​ @sitiromlah-x6t komen lo kynya aneh.. g cinta nkri,C2,​ @sitiromlah-x6t komen lo kynya aneh.. g cinta nkri,9,6–10 kata
1844.0,Klo ga ngerti jgn pura2 pinter,Ambigu atau konteks tidak cukup,Konten ofensif,,,,klo ga ngerti jgn pura2 pinter,C2,klo ga ngerti jgn pura2 pinter,6,6–10 kata
2845.0,​ @adjiewita8656 yoooiii maka nya waktu masa Jokowi koruptor aman sekarang masa nya pak Prabowo koruptor di tangkepin😂,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,ungkapan yang digunakan sudah melewati batas kritik biasa karena merendahkan orang tertentu secara langsung,,​ @adjiewita8656 yoooiii maka nya waktu masa jokowi koruptor aman sekarang masa nya pak prabowo koruptor di tangkepin😂,C3,​ @adjiewita8656 yoooiii maka nya waktu masa jokowi koruptor aman sekarang masa nya pak prabowo koruptor di tangkepin😂,18,11–20 kata
6849.0,"doa jalur langit buat pak prabowo semoga sehat selalu dan bisa menang melawan 2 penjahat itu, doa buat 2 penjahat semoga di beri balasan yang sangat buruk. aminn",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,Doa buruk terhadap pihak yang dianggap penjahat.,,"doa jalur langit buat pak prabowo semoga sehat selalu dan bisa menang melawan 2 penjahat itu, doa buat 2 penjahat semoga di beri balasan yang sangat buruk. aminn",C2,"doa jalur langit buat pak prabowo semoga sehat selalu dan bisa menang melawan 2 penjahat itu, doa buat 2 penjahat semoga di beri balasan yang sangat buruk. aminn",28,>20 kata
7917.0,Skrng prabowo terpilih sori yeeeee❤❤❤❤❤❤😊😊😊😊😊😊😊,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,Dukungan.,,skrng prabowo terpilih sori yeeeee❤❤❤❤❤❤😊😊😊😊😊😊😊,C0,skrng prabowo terpilih sori yeeeee❤❤❤❤❤❤😊😊😊😊😊😊😊,5,1–5 kata
603.0,"TAN MALAKA NANGIS MELIHAT POD CAST INI,,NILAI - NILAI DAN AJARANYA (MADILOG) DI BAWA BAWA UNTUK MENGHADIRKAN MALING PANCI ODGJ",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Ambigu atau konteks tidak cukup,,"Belum dapat ditentukan—konteks tidak cukup.Komentar memuat istilah yang dapat berkaitan dengan identitas dalam pembahasan tentang isi komentar, tetapi makna kelompok, sasaran, konteks percakapan, dan risiko nyata permusuhan tidak cukup jelas. Karena itu, Pasal 28 ayat (2) belum dapat ditentukan; konteks unggahan atau percakapan lengkap perlu diperiksa.
",,"tan malaka nangis melihat pod cast ini,,nilai - nilai dan ajaranya (madilog) di bawa bawa untuk menghadirkan maling panci odgj",C4,"tan malaka nangis melihat pod cast ini,,nilai - nilai dan ajaranya (madilog) di bawa bawa untuk menghadirkan maling panci odgj",20,11–20 kata
5210.0,"Kejaksaan sama Busuknya dengen Polshit

mereka ini 11 12.
negara ini sudah Rusak se Rusak Rusaknya..",Kritik atau opini negatif,Konten ofensif,,"Menyebut institusi dengan istilah kasar (""busuk"", ""Polshit"").",,kejaksaan sama busuknya dengen polshit mereka ini 11 12. negara ini sudah rusak se rusak rusaknya..,C2,kejaksaan sama busuknya dengen polshit mereka ini 11 12. negara ini sudah rusak se rusak rusaknya..,16,11–20 kata
5786.0,"Menurut ku gak amburadul  rakyat merasakn jalan nyaman  ada yg dapt program bedah rumah,  17.5 juta hy kelompok kadrun saja yg gagal nkri mo di buat kilafah akirnya berusaha jegal pemerintah, alloh hu akbar",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 28 Ayat (2) UU ITE,"Komentar yang mengandung stereotip negatif terhadap kelompok ""kadrun"" dan mengaitkannya dengan upaya mengganti ideologi negara.",,"menurut ku gak amburadul rakyat merasakn jalan nyaman ada yg dapt program bedah rumah, 17.5 juta hy kelompok kadrun saja yg gagal nkri mo di buat kilafah akirnya berusaha jegal pemerintah, alloh hu akbar",C3,"menurut ku gak amburadul rakyat merasakn jalan nyaman ada yg dapt program bedah rumah, 17.5 juta hy kelompok kadrun saja yg gagal nkri mo di buat kilafah akirnya berusaha jegal pemerintah, alloh hu akbar",34,>20 kata
6432.0,Gw kardun..biasa2 aja kalau MK lolosan gibran jadi cawapres..kalau dipikir2 benar juga muda gak masalah..disamping puas2in keingian pak lurah dimasa akhirnya..kalau gak menang..Ngajuin  ke Jakarta juga boleh deh..asal jangan bawa2 piara buzzerRp jahat suka fitnah lawan politik.,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,"Mengandung hinaan terhadap pihak politik tertentu, tetapi konteks individu spesifik tidak jelas.",,gw kardun..biasa2 aja kalau mk lolosan gibran jadi cawapres..kalau dipikir2 benar juga muda gak masalah..disamping puas2in keingian pak lurah dimasa akhirnya..kalau gak menang..ngajuin ke jakarta juga boleh deh..asal jangan bawa2 piara buzzerrp jahat suka fitnah lawan politik.,C2,gw kardun..biasa2 aja kalau mk lolosan gibran jadi cawapres..kalau dipikir2 benar juga muda gak masalah..disamping puas2in keingian pak lurah dimasa akhirnya..kalau gak menang..ngajuin ke jakarta juga boleh deh..asal jangan bawa2 piara buzzerrp jahat suka fitnah lawan politik.,37,>20 kata
,"Dulu ahok menjabat, banyak perubahan d dki, Indonesia",Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,Data tambahan kelas C4 berdasarkan karakteristik komentar ambigu,,"dulu ahok menjabat, banyak perubahan d dki, indonesia",C4,"dulu ahok menjabat, banyak perubahan d dki, indonesia",8,6–10 kata
3494.0,"Ya..Allah..lindungilah bapak Amin rais dari pengkhianat bangsa, di lindungi dari para penjilat, koruptor, dan dari preman bayaran..",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"serangan dalam komentar berpusat pada individu, termasuk reputasi atau kehormatannya, sehingga lebih tepat dicatat sebagai indikasi penghinaan personal",,"ya..allah..lindungilah bapak amin rais dari pengkhianat bangsa, di lindungi dari para penjilat, koruptor, dan dari preman bayaran..",C3,"ya..allah..lindungilah bapak amin rais dari pengkhianat bangsa, di lindungi dari para penjilat, koruptor, dan dari preman bayaran..",17,11–20 kata
5333.0,100% dukung pak prabowo,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,Dukungan kepada Prabowo,,100% dukung pak prabowo,C0,100% dukung pak prabowo,4,1–5 kata
4396.0,"Wkwk, Dasar pak Jokowi penghianat, dari jadi walikota, gubernur hingga jadi presiden PDIP berjuang demi pak Jokowi, cacian apapun PDIP menjadi tameng, citra pak Jokowi terbentuk karena PDIP, tapi akhirnya pak Jokowi menjadi pengkhianat gk tau diri, sampe akhirnya kekuasaan dimanfaatkan untuk merusak konstitusi supaya anaknya bisa nyalon yg sebelumnya terhalang oleh umur",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"komentar menyerang pribadi atau reputasi individu tertentu; karena objeknya personal, dasar anotasinya mengarah pada Pasal 27A UU No. 1 Tahun 2024",,"wkwk, dasar pak jokowi penghianat, dari jadi walikota, gubernur hingga jadi presiden pdip berjuang demi pak jokowi, cacian apapun pdip menjadi tameng, citra pak jokowi terbentuk karena pdip, tapi akhirnya pak jokowi menjadi pengkhianat gk tau diri, sampe akhirnya kekuasaan dimanfaatkan untuk merusak konstitusi supaya anaknya bisa nyalon yg sebelumnya terhalang oleh umur",C3,"wkwk, dasar pak jokowi penghianat, dari jadi walikota, gubernur hingga jadi presiden pdip berjuang demi pak jokowi, cacian apapun pdip menjadi tameng, citra pak jokowi terbentuk karena pdip, tapi akhirnya pak jokowi menjadi pengkhianat gk tau diri, sampe akhirnya kekuasaan dimanfaatkan untuk merusak konstitusi supaya anaknya bisa nyalon yg sebelumnya terhalang oleh umur",53,>20 kata
4871.0,AS adalah sosok Anggota DPR musuh rakyat,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"komentar mengarah pada perendahan atau serangan terhadap orang tertentu, sehingga fokusnya bersifat personal dan relevan dengan Pasal 27A UU No. 1 Tahun 2024",,as adalah sosok anggota dpr musuh rakyat,C3,as adalah sosok anggota dpr musuh rakyat,7,6–10 kata
3127.0,"SAYA SANGAT SETUJU SEKALI 
👍👍👍👍",Netral atau tidak terindikasi,Netral atau tidak terindikasi,,"komentar ini tidak menunjukkan penghinaan, kebencian, atau serangan yang cukup jelas; isinya lebih berupa pernyataan biasa atau pendapat umum",,saya sangat setuju sekali 👍👍👍👍,C0,saya sangat setuju sekali 👍👍👍👍,5,1–5 kata
3822.0,"Teddy kan ternak nya jokowi ,tentu saja dengan segala taktik 😂😂menutupi keluhan bnyak orang agar prabowo tidak tahu carut marut nya yg terjadi di NKRI di bawah pemerintahan prabowo , yg di smapaikan teddy ABS doang 😂😂 ASAL BAPAK SENANG ,terbukti kan tiap ada keluhan dari para mentri ,teddy lapor ke jokowi karna jokowi induk semang nya teddy 😂😂😂",Ambigu atau konteks tidak cukup,Kritik atau opini negatif,,"komentar bernada menyindir atau kecewa, namun masih berada dalam ruang opini dan kritik sehingga belum memenuhi indikator penghinaan",,"teddy kan ternak nya jokowi ,tentu saja dengan segala taktik 😂😂menutupi keluhan bnyak orang agar prabowo tidak tahu carut marut nya yg terjadi di nkri di bawah pemerintahan prabowo , yg di smapaikan teddy abs doang 😂😂 asal bapak senang ,terbukti kan tiap ada keluhan dari para mentri ,teddy lapor ke jokowi karna jokowi induk semang nya teddy 😂😂😂",C1,"teddy kan ternak nya jokowi ,tentu saja dengan segala taktik 😂😂menutupi keluhan bnyak orang agar prabowo tidak tahu carut marut nya yg terjadi di nkri di bawah pemerintahan prabowo , yg di smapaikan teddy abs doang 😂😂 asal bapak senang ,terbukti kan tiap ada keluhan dari para mentri ,teddy lapor ke jokowi karna jokowi induk semang nya teddy 😂😂😂",59,>20 kata
5023.0,"program mubazir.
kasian toko kelontong .GK menyelesaikan .tambah masalah..kacau kacau .bikin proyek ..buat alasan .......semua ujung nya duwiiiit",Kritik atau opini negatif,Kritik atau opini negatif,,Kritik terhadap program pemerintah yang dianggap mubazir.,,program mubazir. kasian toko kelontong .gk menyelesaikan .tambah masalah..kacau kacau .bikin proyek ..buat alasan .......semua ujung nya duwiiiit,C1,program mubazir. kasian toko kelontong .gk menyelesaikan .tambah masalah..kacau kacau .bikin proyek ..buat alasan .......semua ujung nya duwiiiit,18,11–20 kata
,Satu kolam boss..hadehhh,Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,Data tambahan kelas C4 berdasarkan karakteristik komentar ambigu,,satu kolam boss..hadehhh,C4,satu kolam boss..hadehhh,3,1–5 kata
2406.0," @AgitcampZ  Kekayaan itu bisa jadi ukuran korupsi. Tepatnya, tingkat kesejahteraan.
Koruptor itu kebanyakan diawali dari orang yg biasa aja, terjun ke pemerintahan dan makin lama makin kaya.
Nadiem sudah kaya karena profit enterpreneurship-nya. Dia sudah punya beberapa perusahaan sebelum masuk pemerintahan. Istrinya juga punya usaha, dan kekayaannya bukan kacangan.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Kritik atau opini negatif,,"komentar bernada menyindir atau kecewa, namun masih berada dalam ruang opini dan kritik sehingga belum memenuhi indikator penghinaan",,"@agitcampz kekayaan itu bisa jadi ukuran korupsi. tepatnya, tingkat kesejahteraan. koruptor itu kebanyakan diawali dari orang yg biasa aja, terjun ke pemerintahan dan makin lama makin kaya. nadiem sudah kaya karena profit enterpreneurship-nya. dia sudah punya beberapa perusahaan sebelum masuk pemerintahan. istrinya juga punya usaha, dan kekayaannya bukan kacangan.",C1,"@agitcampz kekayaan itu bisa jadi ukuran korupsi. tepatnya, tingkat kesejahteraan. koruptor itu kebanyakan diawali dari orang yg biasa aja, terjun ke pemerintahan dan makin lama makin kaya. nadiem sudah kaya karena profit enterpreneurship-nya. dia sudah punya beberapa perusahaan sebelum masuk pemerintahan. istrinya juga punya usaha, dan kekayaannya bukan kacangan.",49,>20 kata
