No,Komentar,Label Awal,Label Pakar,Pasal Dominan,Catatan,Unnamed: 6,Kode Label,jumlah_kata,jumlah_karakter,clean_comment,Komentar_clean,Komentar_preprocessed
4220.0,Aku cinta pak jokowi bukan melihat dia dari partai mana tapi kebaikan nya dulu waktu zaman dulu ak sekolah orang tuaku tdk bisa belikan ak tas sepatu aku sekolah pakai tas plastik dan sandal akhir nya aku putus sekolah dan merantau tapi sekarang jokowi  tapi saat jokowi yg jd presiden banyak anak yg dapat bantuan anak orang miskin pun dapat berpakai bagus seperti orang kaya makanya sekarang anak ku sekolah nya sampai smk semoga jokowi selalu sehat,Konten ofensif,Netral atau tidak terindikasi,,"meskipun ada penilaian atau ekspresi pribadi, tidak ditemukan serangan yang cukup kuat untuk masuk kategori penghinaan atau kebencian",,C0,77.0,451.0,aku cinta pak jokowi bukan melihat dia dari partai mana tapi kebaikan nya dulu waktu zaman dulu ak sekolah orang tuaku tdk bisa belikan ak tas sepatu aku sekolah pakai tas plastik dan sandal akhir nya aku putus sekolah dan merantau tapi sekarang jokowi tapi saat jokowi yg jd presiden banyak anak yg dapat bantuan anak orang miskin pun dapat berpakai bagus seperti orang kaya makanya sekarang anak ku sekolah nya sampai smk semoga jokowi selalu sehat,aku cinta pak jokowi bukan melihat dia dari partai mana tapi kebaikan nya dulu waktu zaman dulu ak sekolah orang tuaku tdk bisa belikan ak tas sepatu aku sekolah pakai tas plastik dan sandal akhir nya aku putus sekolah dan merantau tapi sekarang jokowi tapi saat jokowi yg jd presiden banyak anak yg dapat bantuan anak orang miskin pun dapat berpakai bagus seperti orang kaya makanya sekarang anak ku sekolah nya sampai smk semoga jokowi selalu sehat,saya cinta pak jokowi bukan melihat dia dari partai mana tetapi kebaikan nya dulu waktu zaman dulu saya sekolah orang tuaku tidak bisa belikan saya tas sepatu saya sekolah pakai tas plastik dan sandal akhir nya saya putus sekolah dan merantau tetapi sekarang jokowi tetapi saat jokowi yang jadi presiden banyak anak yang dapat bantuan anak orang miskin pun dapat berpakai bagus seperti orang kayak makanya sekarang anak ku sekolah nya sampai smk semoga jokowi selalu sehat
4914.0,Bangsatttlah....jadi bego bener pejabat...,Konten ofensif,Konten ofensif,,"ada penggunaan kata yang kasar atau tidak sopan, namun serangannya belum jelas mengarah pada kehormatan individu atau identitas kelompok tertentu",,C2,4.0,42.0,bangsatttlah....jadi bego bener pejabat...,bangsatlah.jadi bego bener pejabat.,bangsatlah.jadi bodoh benar pejabat.
3714.0,"little things means a lot, always 🥩🫀🧠📚",Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,"sasaran dan maksud pernyataan tidak cukup jelas, sehingga penilaiannya masih perlu melihat konteks sebelum dan sesudah komentar",,C4,7.0,38.0,"little things means a lot, always 🥩🫀🧠📚","little things means a lot, always 🥩🫀🧠📚","little things means a lot, always 🥩🫀🧠📚"
5640.0,"Akherat pasti !!!! Sblm di akherat di Dunia dlu harus di hajar,!!!!",Netral atau tidak terindikasi,Konten ofensif,,Ajakan menghajar pelaku sebelum mendapat balasan di akhirat,,C2,12.0,67.0,"akherat pasti !!!! sblm di akherat di dunia dlu harus di hajar,!!!!","akherat pasti ! sblm di akherat di dunia dlu harus di hajar,!","akherat pasti ! sebelum di akherat di dunia dulu harus di hajar,!"
6871.0,Institusi itu di bayai negara untuk menjaga harta negara.. Tapi malah ikutan.. Mengambil harta negara.. Ini kelebihannya dgn anjing yg menjaga tuannya.. Karena dia tau siapa tuannya yg harus di lindungi,Konten ofensif,Kritik atau opini negatif,,Tuduhan institusi ikut mengambil harta negara.,,C1,31.0,202.0,institusi itu di bayai negara untuk menjaga harta negara.. tapi malah ikutan.. mengambil harta negara.. ini kelebihannya dgn anjing yg menjaga tuannya.. karena dia tau siapa tuannya yg harus di lindungi,institusi itu di bayai negara untuk menjaga harta negara.. tapi malah ikutan.. mengambil harta negara.. ini kelebihannya dgn anjing yg menjaga tuannya.. karena dia tau siapa tuannya yg harus di lindungi,institusi itu di bayai negara untuk menjaga harta negara.. tetapi malah ikutan.. mengambil harta negara.. ini kelebihannya dengan anjing yang menjaga tuannya.. karena dia tahu siapa tuannya yang harus di lindungi
,",,saya akan ttp lanjut kan agar rakyat saya bisa makan,, apa kah slma ini tanpa mbg kami g mkan 🤣🤣",Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,Data tambahan kelas C4 berdasarkan karakteristik komentar ambigu,,C4,,,",,saya akan ttp lanjut kan agar rakyat saya bisa makan,, apa kah slma ini tanpa mbg kami g mkan 🤣🤣",",,saya akan ttp lanjut kan agar rakyat saya bisa makan,, apa kah slma ini tanpa mbg kami g mkan 🤣🤣",",,saya akan tetap lanjut kan agar rakyat saya bisa makan,, apa kah slma ini tanpa mbg kami tidak makan 🤣🤣"
3160.0,Hee? Bukannya ibu yang jual Indosat ke aseng?,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"sasaran komentar tampak jelas mengarah ke individu tertentu dan terdapat ungkapan yang merendahkan atau menyerang kehormatannya, sehingga masuk ranah Pasal 27A",,C3,8.0,45.0,hee? bukannya ibu yang jual indosat ke aseng?,hee? bukannya ibu yang jual indosat ke aseng?,hee? bukannya ibu yang jual indosat ke aseng?
,Sang komando roy suryo,Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,Data tambahan kelas C4 berdasarkan karakteristik komentar ambigu,,C4,,,sang komando roy suryo,sang komando roy suryo,sang komando roy suryo
3306.0,DPR di audit gak bos,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,pernyataannya belum menunjukkan unsur yang dapat dikategorikan sebagai penghinaan atau kebencian berdasarkan pedoman anotasi,,C0,5.0,20.0,dpr di audit gak bos,dpr di audit gak bos,dpr di audit tidak bos
2123.0,"Byk yg blg Ahok China, tp sy yakin nasionalisme Ahok lbh besar drpd pejabat yg lain.❤",Netral atau tidak terindikasi,Netral atau tidak terindikasi,,pernyataan ini dapat ditafsirkan lebih dari satu cara dan belum ada informasi yang cukup untuk memastikan adanya unsur penghinaan atau kebencian.,,C0,16.0,85.0,"byk yg blg ahok china, tp sy yakin nasionalisme ahok lbh besar drpd pejabat yg lain.❤","byk yg blg ahok china, tp sy yakin nasionalisme ahok lbh besar drpd pejabat yg lain.❤","banyak yang bilang ahok china, tetapi saya yakin nasionalisme ahok lebih besar daripada pejabat yang lain.❤"
4555.0,Harusnya ini kejaksaan ini dan orang orang yg menuntut ini dipecat dan kesaksiannya dipernah diterima dipersidangan karena otaknya dalam menerjemahkan hukum itu sangat sangat anehh tebalik seperti orang TDK sekolah hukum dan mengada ada alasannya,Kritik atau opini negatif,Kritik atau opini negatif,,"meski pilihan katanya bernada negatif, substansinya masih berupa kritik dan tidak menunjukkan serangan berbasis identitas kelompok",,C1,35.0,246.0,harusnya ini kejaksaan ini dan orang orang yg menuntut ini dipecat dan kesaksiannya dipernah diterima dipersidangan karena otaknya dalam menerjemahkan hukum itu sangat sangat anehh tebalik seperti orang tdk sekolah hukum dan mengada ada alasannya,harusnya ini kejaksaan ini dan orang orang yg menuntut ini dipecat dan kesaksiannya dipernah diterima dipersidangan karena otaknya dalam menerjemahkan hukum itu sangat sangat anehh tebalik seperti orang tdk sekolah hukum dan mengada ada alasannya,harusnya ini kejaksaan ini dan orang orang yang menuntut ini dipecat dan kesaksiannya dipernah diterima dipersidangan karena otaknya dalam menerjemahkan hukum itu sangat sangat anehh tebalik seperti orang tidak sekolah hukum dan mengada ada alasannya
3674.0,Gila....banget ......,Konten ofensif,Konten ofensif,,"ada penggunaan kata yang kasar atau tidak sopan, namun serangannya belum jelas mengarah pada kehormatan individu atau identitas kelompok tertentu",,C2,2.0,21.0,gila....banget ......,gila.banget .,gila.banget .
735.0,Omongan sampahh,Netral atau tidak terindikasi,Konten ofensif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2).Komentar menggunakan bahasa kasar atau merendahkan terhadap isi komentar. Bahasa ofensif saja tidak cukup untuk Pasal 27A tanpa tuduhan perbuatan tertentu, dan tidak cukup untuk Pasal 28 ayat (2) tanpa hasutan berbasis identitas.
",,C2,2.0,15.0,omongan sampahh,omongan sampahh,omongan sampahh
7014.0,"udah 2025 bukannya makin bener malah makin kacau,

ya begini akibatnya kalau angkat Menteri tanpa pandang kualitas dan kuantitas,",Kritik atau opini negatif,Kritik atau opini negatif,,Kritik bahwa pemerintahan semakin kacau karena pengangkatan menteri yang tidak berkualitas.,,C1,19.0,129.0,"udah 2025 bukannya makin bener malah makin kacau, ya begini akibatnya kalau angkat menteri tanpa pandang kualitas dan kuantitas,","udah 2025 bukannya makin bener malah makin kacau, ya begini akibatnya kalau angkat menteri tanpa pandang kualitas dan kuantitas,","sudah 2025 bukannya makin benar malah makin kacau, ya begini akibatnya kalau angkat menteri tanpa pandang kualitas dan kuantitas,"
4545.0,"bagaimana klo rekomendasi dari mulyadi 😂😅
mulyadi & mulyono 1 kolam bro...
beda kolam dgn kadrun & banteng merah.😂😅",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,"ungkapan dalam komentar cukup ofensif, tetapi sasaran dan konteksnya tidak memenuhi indikator Pasal 27A atau Pasal 28 Ayat (2)",,C2,19.0,115.0,bagaimana klo rekomendasi dari mulyadi 😂😅 mulyadi & mulyono 1 kolam bro... beda kolam dgn kadrun & banteng merah.😂😅,bagaimana klo rekomendasi dari mulyadi 😂😅 mulyadi & mulyono 1 kolam bro. beda kolam dgn kadrun & banteng merah.😂😅,bagaimana kalau rekomendasi dari mulyadi 😂😅 mulyadi & mulyono 1 kolam bro. beda kolam dengan kadrun & banteng merah.😂😅
408.0,"Setuju...memang begitu tabiat institusi satu ini...sudah bukan lgi rahasia umum..sih...cuman orang yg berkilah aja..yg gak kesatria...makanya banyak di urusan keluarga darah mengalir karma2 hebat dlm menuju kehancuran...entah anaknya kena narkoba""entah bercerai entah ..apa aja karna karma yg di perbuat...di kira hidup cuman mengandal kan ital jenius..enak aja..semesta alam pun menyaksikan..jdi ....hukum ..semesta yg bekerja dlm keselarasan...kwkwkwk...",Kritik atau opini negatif,Konten ofensif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar menggunakan bahasa kasar atau merendahkan terhadap penegakan hukum atau konstitusi. Bahasa ofensif saja tidak cukup untuk Pasal 27A tanpa tuduhan perbuatan tertentu, dan tidak cukup untuk Pasal 28 ayat (2) tanpa hasutan berbasis identitas.
",,C2,56.0,456.0,"setuju...memang begitu tabiat institusi satu ini...sudah bukan lgi rahasia umum..sih...cuman orang yg berkilah aja..yg gak kesatria...makanya banyak di urusan keluarga darah mengalir karma2 hebat dlm menuju kehancuran...entah anaknya kena narkoba""entah bercerai entah ..apa aja karna karma yg di perbuat...di kira hidup cuman mengandal kan ital jenius..enak aja..semesta alam pun menyaksikan..jdi ....hukum ..semesta yg bekerja dlm keselarasan...kwkwkwk...","setuju.memang begitu tabiat institusi satu ini.sudah bukan lgi rahasia umum..sih.cuman orang yg berkilah aja..yg gak kesatria.makanya banyak di urusan keluarga darah mengalir karma2 hebat dlm menuju kehancuran.entah anaknya kena narkoba""entah bercerai entah ..apa aja karna karma yg di perbuat.di kira hidup cuman mengandal kan ital jenius..enak aja..semesta alam pun menyaksikan..jdi .hukum ..semesta yg bekerja dlm keselarasan.kwkwkwk.","setuju.memang begitu tabiat institusi satu ini.sudah bukan lagi rahasia umum..sih.cuman orang yang berkilah aja..yg tidak kesatria.makanya banyak di urusan keluarga darah mengalir karma2 hebat dalam menuju kehancuran.entah anaknya kena narkoba""entah bercerai entah ..apa saja karena karma yang di perbuat.di kira hidup hanya mengandal kan ital jenius..enak aja..semesta alam pun menyaksikan..jdi .hukum ..semesta yang bekerja dalam keselarasan.kwkwkwk."
2866.0,Yg punya duit berkexukupan aman makan tinggal milih.mau masak ap beli di resto.nyuruh org buat beli..atau tinggal telp dateng..yg pas pasan dan susah kasihan..,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,pernyataannya belum menunjukkan unsur yang dapat dikategorikan sebagai penghinaan atau kebencian berdasarkan pedoman anotasi,,C0,24.0,159.0,yg punya duit berkexukupan aman makan tinggal milih.mau masak ap beli di resto.nyuruh org buat beli..atau tinggal telp dateng..yg pas pasan dan susah kasihan..,yg punya duit berkexukupan aman makan tinggal milih.mau masak ap beli di resto.nyuruh org buat beli..atau tinggal telp dateng..yg pas pasan dan susah kasihan..,yang punya duit berkexukupan aman makan tinggal milih.mau masak apa beli di resto.nyuruh orang buat beli..atau tinggal telepon dateng..yg pas pasan dan susah kasihan..
2795.0,pki,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Ambigu atau konteks tidak cukup,,"komentar ini terlalu singkat atau tidak spesifik untuk memastikan apakah ada unsur penghinaan, ofensif, atau sekadar opini",,C4,1.0,3.0,pki,pki,pki
4457.0,kalau pk ganjaer bakal petugas partai jilid 2,Konten ofensif,Konten ofensif,,"ungkapan dalam komentar cukup ofensif, tetapi sasaran dan konteksnya tidak memenuhi indikator Pasal 27A atau Pasal 28 Ayat (2)",,C2,8.0,45.0,kalau pk ganjaer bakal petugas partai jilid 2,kalau pk ganjaer bakal petugas partai jilid 2,kalau pk ganjaer bakal petugas partai jilid 2
4096.0,"Kan uda jelas, tanya ke orang solo yg dipimpin beliau. Kepuasan 90% lebih.. Bahkan survei dari PKS juga mirip2 segitu. 
Kalau kerja ga bagus ga mungkin segitu tinggi, yg penting hasil kerja nyata aja. Jd ga ada alasan apakah dia masih muda atau anak presiden, lah kerjanya terbukti bagus koq",Ambigu atau konteks tidak cukup,Netral atau tidak terindikasi,,tidak terlihat unsur penghinaan personal maupun kebencian terhadap kelompok tertentu dalam komentar ini,,C0,50.0,291.0,"kan uda jelas, tanya ke orang solo yg dipimpin beliau. kepuasan 90% lebih.. bahkan survei dari pks juga mirip2 segitu. kalau kerja ga bagus ga mungkin segitu tinggi, yg penting hasil kerja nyata aja. jd ga ada alasan apakah dia masih muda atau anak presiden, lah kerjanya terbukti bagus koq","kan uda jelas, tanya ke orang solo yg dipimpin beliau. kepuasan 90% lebih.. bahkan survei dari pks juga mirip2 segitu. kalau kerja ga bagus ga mungkin segitu tinggi, yg penting hasil kerja nyata aja. jd ga ada alasan apakah dia masih muda atau anak presiden, lah kerjanya terbukti bagus koq","kan sudah jelas, tanya ke orang solo yang dipimpin beliau. kepuasan 90% lebih.. bahkan survei dari pks juga mirip2 segitu. kalau kerja tidak bagus tidak mungkin segitu tinggi, yang penting hasil kerja nyata aja. jadi tidak ada alasan apakah dia masih muda atau anak presiden, lah kerjanya terbukti bagus kok"
285.0,"cuma heran aja gimana Gibran sekolah dan kuliah di Singapur sementara di singapur aj bahasa pengantar bhs ingris,sementara dia gak ngerti BHS inggris,penuh kebohongan",Ambigu atau konteks tidak cukup,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,,"Indikasi awal Pasal 27A UU No. 1 Tahun 2024. Gibran disebut secara langsung dan riwayat sekolah/kuliahnya dinilai penuh kebohongan karena kemampuan bahasa Inggrisnya. Ini menyebarkan tuduhan faktual mengenai riwayat pendidikan individu, sehingga terindikasi awal Pasal 27A.
",,C3,24.0,166.0,"cuma heran aja gimana gibran sekolah dan kuliah di singapur sementara di singapur aj bahasa pengantar bhs ingris,sementara dia gak ngerti bhs inggris,penuh kebohongan","cuma heran aja gimana gibran sekolah dan kuliah di singapur sementara di singapur aj bahasa pengantar bhs ingris,sementara dia gak ngerti bhs inggris,penuh kebohongan","cuma heran saja bagaimana gibran sekolah dan kuliah di singapur sementara di singapur saja bahasa pengantar bahasa ingris,sementara dia tidak mengerti bahasa inggris,penuh kebohongan"
2932.0,"Partai pendukung pemerintah .tak pernah konsisten
Dgn bicaranya.lihat aja suara rakyat.saat ini semua bicara para lingkaran pemerintah tak bisa di percaya.",Konten ofensif,Konten ofensif,,"nada penyampaiannya cukup keras dan berpotensi menyinggung, tetapi belum ada dasar yang cukup untuk menyebutnya sebagai penghinaan atau ujaran kebencian",,C2,21.0,155.0,partai pendukung pemerintah .tak pernah konsisten dgn bicaranya.lihat aja suara rakyat.saat ini semua bicara para lingkaran pemerintah tak bisa di percaya.,partai pendukung pemerintah .tak pernah konsisten dgn bicaranya.lihat aja suara rakyat.saat ini semua bicara para lingkaran pemerintah tak bisa di percaya.,partai pendukung pemerintah .tak pernah konsisten dengan bicaranya.lihat saja suara rakyat.saat ini semua bicara para lingkaran pemerintah tak bisa di percaya.
,"Ya Prabowo kuat Sangat Kuat ,Saking Kuat nya Banyak Omong Kosong..😂😂😂😂",Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,Data tambahan kelas C4 berdasarkan karakteristik komentar ambigu,,C4,,,"ya prabowo kuat sangat kuat ,saking kuat nya banyak omong kosong..😂😂😂😂","ya prabowo kuat sangat kuat ,saking kuat nya banyak omong kosong..😂","ya prabowo kuat sangat kuat ,saking kuat nya banyak omong kosong..😂"
4392.0,Ngg ke bayang klo Allah mengkhendaki Bu Mega d tinggalkan oleh anggota partai dan kader kader nya semua ibu bukan apa apa tanpa mereka semua ..,Konten ofensif,Konten ofensif,,"komentar menggunakan bahasa yang kurang pantas dan bernada merendahkan, namun konteksnya belum menunjukkan unsur penghinaan yang relevan secara hukum",,C2,26.0,143.0,ngg ke bayang klo allah mengkhendaki bu mega d tinggalkan oleh anggota partai dan kader kader nya semua ibu bukan apa apa tanpa mereka semua ..,ngg ke bayang klo allah mengkhendaki bu mega d tinggalkan oleh anggota partai dan kader kader nya semua ibu bukan apa apa tanpa mereka semua ..,enggak ke bayang kalau allah mengkhendaki bu mega ada tinggalkan oleh anggota partai dan kader kader nya semua ibu bukan apa apa tanpa mereka semua ..
2844.0,Buhhhhh coba tanya Yohanes dana hibah yg di peruntukkan istrinya sendiri setelah berkuasa di jakarta. Buhhhhhhj maling bicara korupsi,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,"nada penyampaiannya cukup keras dan berpotensi menyinggung, tetapi belum ada dasar yang cukup untuk menyebutnya sebagai penghinaan atau ujaran kebencian",,C2,19.0,133.0,buhhhhh coba tanya yohanes dana hibah yg di peruntukkan istrinya sendiri setelah berkuasa di jakarta. buhhhhhhj maling bicara korupsi,buh coba tanya yohanes dana hibah yg di peruntukkan istrinya sendiri setelah berkuasa di jakarta. buhj maling bicara korupsi,buh coba tanya yohanes dana hibah yang di peruntukkan istrinya sendiri setelah berkuasa di jakarta. buhj maling bicara korupsi
