Komentar_preprocessed,Kode Label,label
"nenek lampir pendiri pki, musna lah kamu di 2019 nanti allahu akbar save ulama",C3,3
maaf bukan pejabat tetapi penjahat,C3,3
"militer lebih ngeri lagi, karena semua serba tertutup",C3,3
kayaknya itu prinsip hidup di semua agama deh.,C4,4
"pak ganjar tolong kemiskinan di jawa tengah di kurangi dulu..,saya berdomisili di jawa tengah untuk cari makan saja susah..umr nya juga masih sekecil itu.",C1,1
pembisiknya adalah orang bermasalah karena di istana banyak dipenuhi termul bagaimana owo bisa benar kalau kerap bergaul dengan termul & enggak solo pimpinan si jekmul raja berbohong bisa² dia akan menjelma lebih parah dari si jekmul raja berbohong yang mnjd biang kerok nkri yang akan membuat ambyar nkri seperti dalam bukunya sendiri paradox indonesia,C3,3
naziss roy suryo maling panci membicarakan korupsi,C3,3
pa saya menyarankan jangan sekaligus coba ada awali dari jakarta sudah lacar terus ke jawa barat buar belajar apa gendaka nya sambil ada perbaiki,C0,0
calon2 ateis/pki/komunis ini. atau sudah?,C3,3
"pemerintah kayaknya lamban banget,semua sudah gamblang apa yang dikatakan mbak oky,semoga pak prabowo melihat tayangan ini",C0,0
mungkin uangnya dikorup buat ngojek,C4,4
oligarki the real penjajahan dari dalam negeri😢😂,C0,0
"makanya tidak pernah jadi ya 😢😢 kemarin kemarin, dan aneh waktu pemilu yang prabowo sandi saya sampai bela bela in debat sama temenku sampai mau baku hantam 😢nyesel",C1,1
prabowo lain bos dia tidak mengambil gaji dan juga tidak pakai fasilitas negara jadi dia tidak mungkin bisa di atur coz dia kerja bukan demi jabatan dan gaji.,C4,4
prihatin,C4,4
"​ -o6y padahal karena pak jokowi jalan-jalan dikampung saya menjadi bagus, kenapa terus berkomentar ijazah palsu ? seharusnya mereka fokus memajukan bagaimana indonesia menjadi negara maju kalau terus macam ini keluar terus kata-kata kotor indonesia malah makin hancur bencana alam dimana2 karena hati manusia terlalu busuk penuh iri dengki dan saling menjatuhkan, pak jokowi saja saling berjabat tangan dengan pak jokowi",C1,1
​ jokowi mah gampang..mau pindah ke partai mana pun bisa .dan pasti menang..pdip kalau tidak ada jokowi cuma jadi penonton..paham,C2,2
​ kok tidak nalar ya.data pribadi rakyat kok diserahkan ke amrik.apa wowo lupa jika amrik jahatnya meminta ampun.,C3,3
cepat selamatkan bangsa indonesia dari orang orang yang merusak bangsa indonesia.,C0,0
-h7v sejarah apa yang di lupakan? tidak usah pki an deh sekarang sudah banyak komunitas yang tidak setia nkri. zaman sudah berkembang,C0,0
mantan koruptor tidak tahu diri sakit hati ya,C3,3
"selamat berjuang bro,terus kapan pemakzulanya di jalankan,lebih cepat lebih baik",C1,1
"hahahaha. saya lho sampai ketawa,pak prabowo lucu lho. bukan jogetnya tetapi gagal pahamnya.",C1,1
rakyat yang mana,C2,2
bisa jadi boronan masa ne.,C4,4
"​​ -d4m4b ,,iya susah buat orang lurus dan jujur buat jadi presiden di negeri ini ,,memang ! bagus nya sih jabar itu ,minta otonomi khusus . biar lebih maju dari daerah lain ,,baru dua tahun kurang juga lumayan progres nya lumayan ,satu saja contoh nya ,sekarang rakyat kecil ke rumah sakit itu langsung dapat santunan dari pemprov tampa lewat bpjs yang kadang mempersulit pasien ,ini lebih efektif dan efisien . ini berdasar kan pengalaman saya ,yg mrengantar kan warga saya operasi ke rumah sakit ,,besar di bandung .",C0,0
mantap pace..❤,C0,0
memang jelas itu kriminalisasi,C3,3
yang punya duit berkexukupan aman makan tinggal milih.mau masak apa beli di resto.nyuruh orang buat beli..atau tinggal telepon dateng..yg pas pasan dan susah kasihan..,C0,0
percuma bang nanti disuntik bansos langsung meleleh😅,C0,0
setuju tegas luwes dan bijak tapi saya komen nya kebanyakan orang gila,C2,2
"fantas,aja,nkri,harga,mati,,ternyata,femimfinya,,berjiwa,komunisme,,",C3,3
​ -lz8ep ..tergantung yang tafsirkan siapa. .kalo you mungkin iya. .org lain belum tentu sama dengan you ..he..he,C4,4
jadi uang 80 t kmemna ya?,C1,1
ini mah sudah parah kosong melompong stadium 4 malahan lebih pintar anak smu dari pada beliau.,C2,2
dasar pejabatnya saja yang aneh..di luar negeri lpg 20kg hanya 700nt 2bln lebih di pakenya padahal masak pagi siang sore..sini mah 3kg saja di sadap..masak paling pagi sore 5hari habis..😅,C1,1
"alhamdulillah, masih ada tokoh yang paduli dengan kemajuan negeri ini,tanpa ada tokoh yang berani menyatakan pendapat, pejabat negeri ini cenderung sesuka hati mengelola negeri ini. rakyat biasa yang bicara tak mungkin di dengar,meski sampai mulut berbusa busa.tapi..begitu pak amin rais yang berbicara sampailah ketelinga para pejabat. maju terus pak amin,suarakan apa yang anda tahu,agar negara ini lebih baik lagi.",C0,0
"​ kalau memang ada pemalsuan, pencurian, bohong, langsung saja ajukan, laporan ke pengadilan atau ke fihak yang berwajib. jangan banyak omong !@ 😂",C0,0
parah nene nene,C1,1
disini kita sedang kuliah gratis dari pak fahri hamzah tentang politik dan bekal awal jika ingin terjun ke politik 🙂,C2,2
mungkin indonesia ini sudah sangat krisis aparat penegak hukum yang betul-betul mampu membuat hukum menjadi tegak dan saya kira jangan bermimpi negara ini akan mnjd negara maju jika hukum dan aparat penegak hukumnya tidak sinkron,C1,1
"dua tokoh politisi yang saya paling suka sejak lama, bung akbar yang dulu di dpr ri yang sangat berani dan lantang menggali soal skandal bank century dan beberapa persoalan lain. dan pak ahok, yang juga pernah di dpr ri yang lantang dan berani memperjuangkan sistem pemerintahan yang bersih dan transparan melalui usulan pembuktian terbalik harta kekayaan pejabat bila ingin jadi pejabat, dan sejarah nya sebagai bupati belitung timur hingga dki jkrta. perombakan tata kelola pemerintahan di dki jakarta terang benderang berubah drastis sejak duet jokowi-ahok. program pembenahan jakarta dengan tagline jakarta baru nyata terbukti, tetapi bukan tanpa kontroversi, segudang permasalahan di jakarta tak mungkin dibereskan tanpa kontroversi. tetapi saya angkat topi untuk itu. trurama sosok pak ahok ini langka, keberanian nya melawan oknum di pemerintahan tidak main2, nyawa pun dia berani pertaruhkan saat itu. kala itu saya was2 dia memang akan terbunuh, yang dilawan benar ""maling"" di pemerintahan yang menggurita boss, kolektif dan masif. tetapi ya itu kata-kata beliau terlalu ""jauh"", sementara banyak pihak yang mau menjatuhkan nya dari kursi gubernur dki, ya sengaja ""cari2"" cara jatuhkan, kurang bisa kontrol emosi yang melampaui taktik agar tujuan tercapai ya jadi lah tersandung ""kasus"" itu, menurut saya itu hanya ""pintu masuk"" untuk menggulingkan pak ahok. tetapi saya pun meski kagum dengan beliau, saya tak mau disebut ahoker, toh saya juga tidak beri suara pada dia, dan juga tidak ikut kumpulin ktp mendukung pencalonan nya sebagai cagub secara independent dulu itu. yang pasti, kerusakan tata kelola pemerintahan itu hanya bisa dilakukan orang yang punya ""keunikan"" seperti jkwi dan ahok, meski jkwi sendiri di akhir masa jabatan nya saya rasa melangkah terlalu ""jauh"" jg.. ya namanya sama-sama manusia, tidak mungkin semua nya perfect, siapapun dia. setidaknya indonesia punya mereka yang pernah melakukan perubahan dan kemajuan yang luar biasa.. salute untuk beliau2 ini smua.",C3,3
manusia ahir zaman! tidak kasihan susah payah bapak kamu bangun bangsa ini dulu ha ibu yang terhormat! jangan lah kok setir anak kamu itu bu!,C1,1
"-bq9dj biasa, orang seprti itu suruh glm mana bisa, nanti kalau jadi presiden, tambah parah, mangkanya saya pilih jakowi adem",C1,1
se7❤,C4,4
pki asli yang di kirim dari china.,C2,2
tabola bale diterima teddy ini karena lagu favoritnya joget2 kali ya.,C0,0
komen lho itu rasa ketakutan orang orang minoritas /orang yang seakhidah dengan penjajah tidak terpilih rakyat .,C1,1
"kalau tidak membaca teks, pak tua itu memang sering ngawur. hiks",C2,2
mayoritas harus tetap jadi mayoritas minoritas terima saja apa adanya,C4,4
roky gerung orang kemarin sore kalau masalah pancasila.kamu juga tidak tahu kapan pancasila diciptakan biasa kalau orang tidak mengerti sejarah,C2,2
"sama. sudah pilih psi dari periode lalu. simpatisan mayoritas psi yang dari awal dukung psi adalah orang-orang yang anti dengan penjahat ham berat. pemilih psi rata-rata rasional. jadi kalau psi akhirnya kehilangan rasionalitas dan jati diri dan malah dukung penjahat ham berat jadi presiden, ya pasti tidak terlalu sulit sih berpaling dari psi.",C3,3
"​ prabowo 4 kali nyapres kalah terus , gila jabatan tidak ? anuis jauh hari sudah nyuri star kampanye gila jabatan ga?",C2,2
jangan hancurkan nkri ini. kalau anak kpmonis masuk dalam tubuh tni ber arti nkri akan hancur,C3,3
bagaimana mau jadi bos kalau tidak banyak bekerja ?? asal bicara aja. hahahaa,C2,2
"anda membenci partainya, nalarnya gimana, sdr a hok, kenapa masuk partai pdip,? itu saja kalau anda percaya pada a hoknya. nalarnya dipakai, a hok (bcp) orang yang berkepribadian bagus, lantas dia pasti memilih partai juga pakai pilihan hati nuraninya yang cocok. anda tidak tahu bagaimana pdip, selalu partai teratas dalam setiap pemilu, dihina, ditenggelamkanlah, dihancurkanlah ..dibenci segelintir orang, hanya melihat dari luarnya, memandangnya dari jauh jauh.dari mulut-mulut orang bukan dengan hati yang bersih, mencari informasi yang benar, media yang kredible.baru mengerti kenapa anda membenci partai itu.",C0,0
". makanan itu butuh di masak, masak itu butuh gas . anda mikirnya sampai kesana gak? stak butuh penghasilan, orang yang jual makanan di pinggir jalan juga lagi cari penghasilan, jual makanan itu butuh di masak, masak itu butuh gas, anda mikirnya sampai kesana gak? mungkin tidak sampai sih orang yang masak mamanya sih ya jadi tidak tahu urusan dapur itu butuh apa saja",C4,4
ya,C4,4
"kalau iya, kali ini jokowi dan anak-anaknya memuakkan.",C3,3
"tadinya ada harapan akan ada partai idealis anak muda yang punya prinsip dan menghargai perjuangan dan kerja keras,, tetapi sekarang terlihat menggadaikan diri ketika mengangkat ketum baru dua hari jadi anggota hanya karena seorang anak presiden,,?",C2,2
seharusnya ibu megawati harus santai saja lagi,C2,2
"pertama kali dalam sejarah (koreksi kalau salah), 1 orang berhasil meluluh lantakan 1 partai besar",C1,1
"saya juga lama"" kesal sama kamu megawati , saya tidak suka sangat sama kamu",C3,3
"dalam pemilu kemarin ternyata saya tidak salah pilih,bnyk sudah rakyat kena tipu karena sudah memilih sipembohong besar😅",C2,2
"ivd cooking pahami kata-kata nya,jangan sepotogpotong,yang ""korupsinya tidak seberapa"" masuk dalam konteks mantan napi yang sudah menjalani hukuman dan mau menjadi caleg lagi. dalam hal hukum dia punya hak pilitik. kalau pun misalnya mantan koruptor tidak boleh nyaleg ya di buatkan undang2,,",C3,3
yang mau mengusung siapa kalau cuma pdi-p suara kursinya kurang harus berkialisi..,C4,4
"dari pada pilih kamu yang berkompromi dengan tukang korupsi, tukang berzinah, tukang pembohong mending pilih ahok kale,​",C3,3
​ dan sejarah bercerita seakan2 belanda kejam trnyata.😂,C4,4
"​ -e3e iya, terlalu banyak maling yang sadis dan kerjanya malas.",C3,3
​ yang ada orang ketakutan dan insecure kalau ahok naik dan tanpa kompromi sikat koruptor ataupun orang yang mind-setnya korup,C3,3
9p,C4,4
masalahnya sekarang lebih banyak disusupi kadrun dan antek antek pendiri negara islam.. wkwkwkk bicara diperhatikan.. ini yang perlu diwaspadai. karena pki sudah selesai dan zaman dulu . sekarang adalah yang didepan mata ini para kadrun yang mencoba mengganti ideologi negara pancasila menjadi syariat islam..ini sekarang lagi banyak bertebaran dimana mana.. perlu ditertibkan melalui panglima tni..,C3,3
silver back,C4,4
"masya allah kerja 5 tahun mendapatkan gaji ,dapat rumah dan pesinan di saat masih banyak pengganguran . .koruptor di bebaskan",C2,2
yang tampak yang baik..busuknya di tutup ..ayo bertaruh 2029 jack tidak sehat..bisa2 kembali..karna karma buruknya,C1,1
setuju sangat mewakili,C0,0
wah benar sangat para elit mngkritik mbg benar sangat hntikan buang buang energi.buang buang modal.,C4,4
"di bali boleh tidak gubernur nya dari suku lain dan dari agama selain hindu? di ntt boleh tidak gubernur nya selain orang ntt dan selain katolik? di papua boleh tidak gubernur nya selain orang papua dan selain orang kristen? di tapanuli utara boleh tidak bupati nya orang selain batak dan selain kristen? di sulut gubernur nya boleh tidak selain orang minahasa dan selain kristen? jawabnya tidak boleh, karena orang-orang didaerah itu ingin gubernur dan walikota/bupati yang juga orang sana dan beragama mayoritas daerah masing2.. terus kenapa didaerah mayoritas muslim dipaksakan untuk dipimpin oleh kaum dan agama minoritas? ada standar ganda seperti nya disini.. by the way kenapa kok masih pakai istilah kadrun yaman? bukan kah itu istilah itu rasis?? berarti anda jauh lebih buruk dari orang-orang yang menolak ahok, minimal yang menolak ahok bukan rasis tetapi agamis dan islamis",C3,3
anda lucu,C4,4
🤸‍♀️🤸‍♀️🤸‍♀️,C4,4
kalau mahasiswa cerdas harus menuntut pemerintah indonesia segera menonaktifkan semua parpol karena parpol isinya politikus pengkhianat bangsa dan negara.. parpol isinya politikus penyamun dan pengutil harta negara. oleh sebab itu jika mahasiswa cedas harusnya meminta untuk menonaktifkan semua parpol dan kekayaannya di sinta untuk pemerintahan kerajaan nusantara baru. agar rakyat bisa menikmati kekayaan negaranya dan nantinya semua yang mengabdi di kerajaan harus memiliki jiwa dalam hidupnya menjalankan norma2 pancasila,C1,1
hasil joget-joget nya terbalas oleh masa,C1,1
"saya senang p. fh keluar dari pks . orang cerdas harus bebas , tidak terkungkung pada birokrasi",C0,0
indonesia tidak perlu relawan.itu harus dibubarkan.ga boleh dipelihara terus.pemilihan sudah selesai.hancur negara ini kalau relawan di pelihara.ijazah saja suash benar rakyat ingin lihat tidak ditunjukin,C1,1
ekonomi pribumi telah di rebut oleh penjajah oligarki asing dan aseng hingga ekonomi rakyat pribumi saat ini di bikin hancur dan terpuruk,C3,3
ingat teman teman ini mungkin terparah/menjijikan tetapi kita belum tahu nanti akan ada yang separah apalagi,C1,1
kamu yang bikin rusak negeri ini nek wkwkwk😂,C3,3
"ada pepatah keledaipun tidak ingin terjatuh ke lobang yang sama, berarti cerdasan mana dengan keledai? mercy diproduksi mercy, pemeliharaan tentunya harus dari mercy pembuatnya yang lebih paham bikinannya, bukan dari roll royce meski mungkin ""lebih wah"", begitu juga manusia, maintenance-nya pakai hukum dari ""si pembuat manusia"", bukan oleh manusia itu sendiri, karena pasti akan ada unsur like & dislike, masih ada penyangkalan? masih kalah dalam ""berfikir"" sama keledai ?",C3,3
memang si caplin dalangnya.yakin 10trilyun,C4,4
​ -l3u .😂 maha benar dengan segala gala nya ya bang.😁,C0,0
"satu demi satu mulai, banyak yang mengungkap tentang kejahatan jkw. inilah, tidak, ada keburukkan yang sempurna. allah subhana wata'allah, yang membersamai rakyat indonesia yang masih tulus berjuang, untuk rakyat.",C4,4
bukan salah dan menang yang penting kejujuran,C0,0
psi itu tujuannya untuk mengambil ceruk suara partai nasdem yang nasional. karena nasdem tidak punya basis akar rumput,C0,0
yang mana sudah ditepatin? kejar koruptor? 19 juta lapangan pekerjaan?,C2,2
betul memang jahat koruptor di lindungi hukum bisa diputar balikkan maklum konoha 😂,C2,2
seperti yang satunya ya,C4,4
"sekarang saya balik tanya, agama mana yang mengajarkan bunuh diri dan ngebom tempat ibadah umat lainnya? kalau saya bilang yang bantai muslim di irak adalah nasrani gmn? atau hindu bantai rohingya bgmn? semua yang anda katakan tidak mewakili umat agama mnpun sob! jadi jangan berfikiran sempit lah! anda seharusnya bersyukur hidup di indonesia yang mayoritas muslim tapi anda tetap nyaman menjalankan ibadah menurut kepercayaan agama anda! dan ini berbanding terbalik saat muslim jadi minoritas di negara lain , contoh amerika, myanmar, china, kanada, afrika jadi yang sebenarnya teroris itu muslim atau kebanyakan umat anda?? jadi saran saya bersyukurlah anda tinggal di indonesia",C2,2
kemungkinan selama menteri nadiem jadi menteri tidak mau bagi bagi ormas dan pihak pihak tertentu.,C4,4
